,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,writers,title,firstActor,actorCategory,newRating,primaryName,keys,show_title
843,tt0375063,Sideways,2004,127,ComedyDramaRomance,7.5,192096,AlexanderPayne,RexPickett,Sideways,Paul Giamatti,actor,7.341084128680398,PaulGiamatti ThomasHadenChurch VirginiaMadsen SandraOh,comedydramaromance alexanderpayne rexpickett paulgiamatti thomashadenchurch virginiamadsen sandraoh,Sideways (2004)
844,tt0347048,Head-On,2004,121,DramaRomance,7.9,54576,FatihAkin,FatihAkin,Head-On,Birol Ünel,actor,7.340786166683422,BirolÜnel SibelKekilli GüvenKiraç ZarahJaneMcKenzie,dramaromance fatihakin fatihakin birolünel sibelkekilli güvenkiraç zarahjanemckenzie,Head-On (2004)
845,tt4481414,Gifted,2017,101,Drama,7.6,116994,MarcWebb,TomFlynn,Mary,Chris Evans,actor,7.339425609532797,ChrisEvans MckennaGrace LindsayDuncan OctaviaSpencer,drama marcwebb tomflynn chrisevans mckennagrace lindsayduncan octaviaspencer,Mary (2017)
846,tt0036342,Shadow of a Doubt,1943,108,Film-NoirThriller,7.8,65937,AlfredHitchcock,ThorntonWilder,L'ombre d'un doute,Teresa Wright,actress,7.338141790470326,TeresaWright JosephCotten MacdonaldCarey HenryTravers,film-noirthriller alfredhitchcock thorntonwilder teresawright josephcotten macdonaldcarey henrytravers,L'ombre d'un doute (1943)
847,tt1229238,Mission: Impossible - Ghost Protocol,2011,132,ActionThriller,7.4,490022,BradBird,BruceGeller,Mission: Impossible - Protocole fantôme,Tom Cruise,actor,7.337866731906598,TomCruise JeremyRenner SimonPegg PaulaPatton,actionthriller bradbird brucegeller tomcruise jeremyrenner simonpegg paulapatton,Mission: Impossible - Protocole fantôme (2011)
848,tt0097958,National Lampoon's Christmas Vacation,1989,97,Comedy,7.5,187537,JeremiahS.Chechik,JohnHughes,Le sapin a les boules,Chevy Chase,actor,7.33767532241445,ChevyChase BeverlyD'Angelo JulietteLewis JohnnyGalecki,comedy jeremiahs.chechik johnhughes chevychase beverlyd'angelo juliettelewis johnnygalecki,Le sapin a les boules (1989)
849,tt6320628,Spider-Man: Far from Home,2019,129,ActionAdventureSci-Fi,7.4,485993,JonWatts,ChrisMcKenna,Spider-Man: Far from Home,Tom Holland,actor,7.337376832950745,TomHolland SamuelL.Jackson JakeGyllenhaal MarisaTomei,actionadventuresci-fi jonwatts chrismckenna tomholland samuell.jackson jakegyllenhaal marisatomei,Spider-Man: Far from Home (2019)
850,tt0851578,Paprika,2006,90,AnimationDramaFantasy,7.7,83695,SatoshiKon,YasutakaTsutsui,Paprika,Megumi Hayashibara,actress,7.336597819586917,MegumiHayashibara TôruEmori KatsunosukeHori TôruFuruya,animationdramafantasy satoshikon yasutakatsutsui megumihayashibara tôruemori katsunosukehori tôrufuruya,Paprika (2006)
851,tt6499752,Upgrade,2018,100,ActionSci-FiThriller,7.5,185799,LeighWhannell,LeighWhannell,Upgrade,Logan Marshall-Green,actor,7.336336984520799,LoganMarshall-Green MelanieVallejo SteveDanielsen AbbyCraden,actionsci-fithriller leighwhannell leighwhannell loganmarshall-green melanievallejo stevedanielsen abbycraden,Upgrade (2018)
852,tt0462322,Grindhouse,2007,191,ActionHorrorThriller,7.5,185091,QuentinTarantino,RobertRodriguez,Grindhouse,Kurt Russell,actor,7.335785445354632,KurtRussell RoseMcGowan DannyTrejo ZoëBell,actionhorrorthriller quentintarantino robertrodriguez kurtrussell rosemcgowan dannytrejo zoëbell,Grindhouse (2007)
853,tt0109506,The Crow,1994,102,ActionCrimeDrama,7.5,184618,AlexProyas,JamesO'Barr,The Crow,Brandon Lee,actor,7.33541489757559,BrandonLee MichaelWincott RochelleDavis ErnieHudson,actioncrimedrama alexproyas jameso'barr brandonlee michaelwincott rochelledavis erniehudson,The Crow (1994)
854,tt5649144,The Florida Project,2017,111,Drama,7.6,114727,SeanBaker,SeanBaker,The Florida Project,Brooklynn Prince,actress,7.335197921661526,BrooklynnPrince BriaVinaite WillemDafoe ChristopherRivera,drama seanbaker seanbaker brooklynnprince briavinaite willemdafoe christopherrivera,The Florida Project (2017)
855,tt1360860,About Elly,2009,119,DramaMystery,7.9,53744,AsgharFarhadi,AsgharFarhadi,À propos d'Elly,Golshifteh Farahani,actress,7.334877577974194,GolshiftehFarahani ShahabHosseini TaranehAlidoosti SajjadDolati,dramamystery asgharfarhadi asgharfarhadi golshiftehfarahani shahabhosseini taranehalidoosti sajjaddolati,À propos d'Elly (2009)
856,tt0055614,West Side Story,1961,153,CrimeDramaMusical,7.6,114352,JeromeRobbins,ErnestLehman,West Side Story,Natalie Wood,actress,7.334485332108617,NatalieWood GeorgeChakiris RichardBeymer RussTamblyn,crimedramamusical jeromerobbins ernestlehman nataliewood georgechakiris richardbeymer russtamblyn,West Side Story (1961)
857,tt0362227,The Terminal,2004,128,ComedyDramaRomance,7.4,457955,StevenSpielberg,AndrewNiccol,Le terminal,Tom Hanks,actor,7.3337412388317755,TomHanks CatherineZeta-Jones ChiMcBride StanleyTucci,comedydramaromance stevenspielberg andrewniccol tomhanks catherinezeta-jones chimcbride stanleytucci,Le terminal (2004)
858,tt0443680,The Assassination of Jesse James by the Coward Robert Ford,2007,160,BiographyCrimeDrama,7.5,182213,AndrewDominik,AndrewDominik,L'assassinat de Jesse James par le lâche Robert Ford,Brad Pitt,actor,7.333504654630742,BradPitt CaseyAffleck SamShepard Mary-LouiseParker,biographycrimedrama andrewdominik andrewdominik bradpitt caseyaffleck samshepard mary-louiseparker,L'assassinat de Jesse James par le lâche Robert Ford (2007)
859,tt2375559,1: Nenokkadine,2014,170,ActionThriller,8.0,45518,Sukumar,HariPrasadJakka,1: Nenokkadine,Mahesh Babu,actor,7.333503502651805,MaheshBabu KritiSanon Nassar PradeepSinghRawat,actionthriller sukumar hariprasadjakka maheshbabu kritisanon nassar pradeepsinghrawat,1: Nenokkadine (2014)
860,tt1515091,Sherlock Holmes: A Game of Shadows,2011,129,ActionAdventureMystery,7.4,454237,GuyRitchie,MicheleMulroney,Sherlock Holmes: Jeu d'ombres,Robert Downey Jr.,actor,7.333227192391239,RobertDowneyJr. JudeLaw JaredHarris RachelMcAdams,actionadventuremystery guyritchie michelemulroney robertdowneyjr. judelaw jaredharris rachelmcadams,Sherlock Holmes: Jeu d'ombres (2011)
861,tt0099088,Back to the Future Part III,1990,118,AdventureComedySci-Fi,7.4,445437,RobertZemeckis,RobertZemeckis,Retour vers le futur III,Michael J. Fox,actor,7.331978139474574,MichaelJ.Fox ChristopherLloyd MarySteenburgen TomWilson,adventurecomedysci-fi robertzemeckis robertzemeckis michaelj.fox christopherlloyd marysteenburgen tomwilson,Retour vers le futur III (1990)
862,tt1465522,Tucker and Dale vs Evil,2010,89,ComedyHorror,7.5,180245,EliCraig,EliCraig,Tucker & Dale fightent le mal,Tyler Labine,actor,7.3319082072644886,TylerLabine AlanTudyk KatrinaBowden JesseMoss,comedyhorror elicraig elicraig tylerlabine alantudyk katrinabowden jessemoss,Tucker & Dale fightent le mal (2010)
863,tt0247586,Nine Queens,2000,114,CrimeDramaThriller,7.9,53269,FabiánBielinsky,FabiánBielinsky,Les neuf reines,Ricardo Darín,actor,7.331447955129106,RicardoDarín GastónPauls GracielaTenenbaum MaríaMercedesVillagra,crimedramathriller fabiánbielinsky fabiánbielinsky ricardodarín gastónpauls gracielatenenbaum maríamercedesvillagra,Les neuf reines (2000)
864,tt0053472,Breathless,1960,90,CrimeDrama,7.7,82110,Jean-LucGodard,FrançoisTruffaut,À bout de souffle,Jean-Paul Belmondo,actor,7.3312202408738685,Jean-PaulBelmondo JeanSeberg DanielBoulanger Henri-JacquesHuet,crimedrama jean-lucgodard françoistruffaut jean-paulbelmondo jeanseberg danielboulanger henri-jacqueshuet,À bout de souffle (1960)
865,tt1216496,Mother,2009,129,CrimeDramaMystery,7.8,64564,BongJoonHo,BongJoonHo,Mother,Hye-ja Kim,actress,7.331061587244875,Hye-jaKim WonBin JinGoo Je-munYun,crimedramamystery bongjoonho bongjoonho hye-jakim wonbin jingoo je-munyun,Mother (2009)
866,tt0051808,The Hidden Fortress,1958,139,ActionAdventureDrama,8.1,39335,AkiraKurosawa,RyûzôKikushima,La forteresse cachée,Toshirô Mifune,actor,7.3305898810911625,ToshirôMifune MisaUehara MinoruChiaki KamatariFujiwara,actionadventuredrama akirakurosawa ryûzôkikushima toshirômifune misauehara minoruchiaki kamatarifujiwara,La forteresse cachée (1958)
867,tt0096754,The Abyss,1989,140,AdventureDramaMystery,7.5,178246,JamesCameron,JamesCameron,Abyss,Ed Harris,actor,7.330254961967271,EdHarris MaryElizabethMastrantonio MichaelBiehn LeoBurmester,adventuredramamystery jamescameron jamescameron edharris maryelizabethmastrantonio michaelbiehn leoburmester,Abyss (1989)
868,tt1677720,Ready Player One,2018,140,ActionAdventureSci-Fi,7.4,433335,StevenSpielberg,ZakPenn,Ready Player One,Tye Sheridan,actor,7.330182072065193,TyeSheridan OliviaCooke BenMendelsohn LenaWaithe,actionadventuresci-fi stevenspielberg zakpenn tyesheridan oliviacooke benmendelsohn lenawaithe,Ready Player One (2018)
869,tt1365050,Beasts of No Nation,2015,137,DramaWar,7.7,81683,CaryJojiFukunaga,CaryJojiFukunaga,Beasts of No Nation,Abraham Attah,actor,7.329744195420076,AbrahamAttah EmmanuelAffadzi RickyAdelayitor AndrewAdote,dramawar caryjojifukunaga caryjojifukunaga abrahamattah emmanuelaffadzi rickyadelayitor andrewadote,Beasts of No Nation (2015)
870,tt4425200,John Wick: Chapter 2,2017,122,ActionCrimeThriller,7.4,428445,ChadStahelski,DerekKolstad,John Wick 2,Keanu Reeves,actor,7.329429147967229,KeanuReeves RiccardoScamarcio IanMcShane RubyRose,actioncrimethriller chadstahelski derekkolstad keanureeves riccardoscamarcio ianmcshane rubyrose,John Wick 2 (2017)
871,tt1013753,Milk,2008,128,BiographyDrama,7.5,173345,GusVanSant,DustinLanceBlack,Harvey Milk,Sean Penn,actor,7.3260606518944265,SeanPenn JoshBrolin EmileHirsch DiegoLuna,biographydrama gusvansant dustinlanceblack seanpenn joshbrolin emilehirsch diegoluna,Harvey Milk (2008)
872,tt1063669,The Wave,2008,107,DramaThriller,7.6,109581,DennisGansel,RonJones,La vague,Jürgen Vogel,actor,7.325072632838215,JürgenVogel FrederickLau MaxRiemelt JenniferUlrich,dramathriller dennisgansel ronjones jürgenvogel fredericklau maxriemelt jenniferulrich,La vague (2008)
873,tt9620292,Promising Young Woman,2020,113,CrimeDramaMystery,7.5,170869,EmeraldFennell,EmeraldFennell,Promising Young Woman,Carey Mulligan,actress,7.3238618668599935,CareyMulligan BoBurnham AlisonBrie ClancyBrown,crimedramamystery emeraldfennell emeraldfennell careymulligan boburnham alisonbrie clancybrown,Promising Young Woman (2020)
874,tt10370710,The Worst Person in the World,2021,128,ComedyDramaRomance,7.8,62750,JoachimTrier,EskilVogt,Julie (en 12 chapitres),Renate Reinsve,actress,7.321367521367522,RenateReinsve AndersDanielsenLie HerbertNordrum HansOlavBrenner,comedydramaromance joachimtrier eskilvogt renatereinsve andersdanielsenlie herbertnordrum hansolavbrenner,Julie (en 12 chapitres) (2021)
875,tt7979580,The Mitchells vs the Machines,2021,114,AdventureAnimationComedy,7.6,107530,MichaelRianda,MichaelRianda,Déconnectés,Abbi Jacobson,actress,7.320817928016298,AbbiJacobson DannyMcBride MayaRudolph MichaelRianda,adventureanimationcomedy michaelrianda michaelrianda abbijacobson dannymcbride mayarudolph michaelrianda,Déconnectés (2021)
876,tt0043265,The African Queen,1951,105,AdventureDramaRomance,7.7,79121,JohnHuston,C.S.Forester,La Reine africaine,Humphrey Bogart,actor,7.3206336858078584,HumphreyBogart KatharineHepburn RobertMorley PeterBull,adventuredramaromance johnhuston c.s.forester humphreybogart katharinehepburn robertmorley peterbull,La Reine africaine (1951)
877,tt0110322,Legends of the Fall,1994,133,DramaRomanceWar,7.5,166876,EdwardZwick,SusanShilliday,Légendes d'automne,Brad Pitt,actor,7.320196376826701,BradPitt AnthonyHopkins AidanQuinn JuliaOrmond,dramaromancewar edwardzwick susanshilliday bradpitt anthonyhopkins aidanquinn juliaormond,Légendes d'automne (1994)
878,tt0372824,The Chorus,2004,97,ComedyDramaMusic,7.8,62527,ChristopheBarratier,GeorgesChaperot,Les choristes,Gérard Jugnot,actor,7.320148068595976,GérardJugnot FrançoisBerléand Jean-BaptisteMaunier KadMerad,comedydramamusic christophebarratier georgeschaperot gérardjugnot françoisberléand jean-baptistemaunier kadmerad,Les choristes (2004)
879,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,132,ActionAdventureFantasy,7.4,375065,DestinDanielCretton,DaveCallaham,Shang-Chi et la légende des dix anneaux,Simu Liu,actor,7.320012997887844,SimuLiu Awkwafina TonyChiu-WaiLeung BenKingsley,actionadventurefantasy destindanielcretton davecallaham simuliu awkwafina tonychiu-waileung benkingsley,Shang-Chi et la légende des dix anneaux (2021)
880,tt2381249,Mission: Impossible - Rogue Nation,2015,131,ActionAdventureThriller,7.4,372923,ChristopherMcQuarrie,BruceGeller,Mission: Impossible - Rogue Nation,Tom Cruise,actor,7.319582431777003,TomCruise RebeccaFerguson JeremyRenner SimonPegg,actionadventurethriller christophermcquarrie brucegeller tomcruise rebeccaferguson jeremyrenner simonpegg,Mission: Impossible - Rogue Nation (2015)
881,tt0475276,United 93,2006,111,ActionDramaHistory,7.6,106878,PaulGreengrass,PaulGreengrass,Vol 93,David Alan Basche,actor,7.31943766208162,DavidAlanBasche OliviaThirlby LizaColón-Zayas J.J.Johnson,actiondramahistory paulgreengrass paulgreengrass davidalanbasche oliviathirlby lizacolón-zayas j.j.johnson,Vol 93 (2006)
882,tt1371111,Cloud Atlas,2012,172,DramaMysterySci-Fi,7.4,362597,LanaWachowski,DavidMitchell,Cloud Atlas,Tom Hanks,actor,7.317440021465595,TomHanks HalleBerry HughGrant HugoWeaving,dramamysterysci-fi lanawachowski davidmitchell tomhanks halleberry hughgrant hugoweaving,Cloud Atlas (2012)
883,tt0029843,The Adventures of Robin Hood,1938,102,ActionAdventureRomance,7.9,51348,WilliamKeighley,NormanReillyRaine,Les aventures de Robin des Bois,Errol Flynn,actor,7.317142557761827,ErrolFlynn OliviadeHavilland BasilRathbone ClaudeRains,actionadventureromance williamkeighley normanreillyraine errolflynn oliviadehavilland basilrathbone clauderains,Les aventures de Robin des Bois (1938)
884,tt0067093,Fiddler on the Roof,1971,181,DramaFamilyMusical,8.0,43812,NormanJewison,SholomAleichem,Un violon sur le toit,Topol,actor,7.316979596581992,Topol NormaCrane LeonardFrey MollyPicon,dramafamilymusical normanjewison sholomaleichem topol normacrane leonardfrey mollypicon,Un violon sur le toit (1971)
885,tt0029947,Bringing Up Baby,1938,102,Comedy,7.8,61846,HowardHawks,DudleyNichols,L'impossible monsieur Bébé,Katharine Hepburn,actress,7.316385325749026,KatharineHepburn CaryGrant CharlesRuggles WalterCatlett,comedy howardhawks dudleynichols katharinehepburn carygrant charlesruggles waltercatlett,L'impossible monsieur Bébé (1938)
886,tt0086197,The Right Stuff,1983,193,AdventureBiographyDrama,7.8,61813,PhilipKaufman,PhilipKaufman,L'étoffe des héros,Sam Shepard,actor,7.316201490560169,SamShepard ScottGlenn EdHarris DennisQuaid,adventurebiographydrama philipkaufman philipkaufman samshepard scottglenn edharris dennisquaid,L'étoffe des héros (1983)
887,tt2140373,Saving Mr. Banks,2013,125,BiographyComedyDrama,7.5,162475,JohnLeeHancock,KellyMarcel,Dans l'ombre de Mary : La Promesse de Walt Disney,Emma Thompson,actress,7.315975463395119,EmmaThompson TomHanks AnnieRoseBuckley ColinFarrell,biographycomedydrama johnleehancock kellymarcel emmathompson tomhanks annierosebuckley colinfarrell,Dans l'ombre de Mary : La Promesse de Walt Disney (2013)
888,tt0117589,Secrets & Lies,1996,136,ComedyDrama,8.0,43675,MikeLeigh,MikeLeigh,Secrets et Mensonges,Timothy Spall,actor,7.315617036767383,TimothySpall BrendaBlethyn PhyllisLogan ClaireRushbrook,comedydrama mikeleigh mikeleigh timothyspall brendablethyn phyllislogan clairerushbrook,Secrets et Mensonges (1996)
889,tt0070034,Enter the Dragon,1973,102,ActionCrimeDrama,7.6,105022,RobertClouse,MichaelAllin,Opération dragon,Bruce Lee,actor,7.3154327729153525,BruceLee JohnSaxon JimKelly AhnaCapri,actioncrimedrama robertclouse michaelallin brucelee johnsaxon jimkelly ahnacapri,Opération dragon (1973)
890,tt0389557,Black Book,2006,145,DramaThrillerWar,7.7,77207,PaulVerhoeven,GerardSoeteman,Black Book,Carice van Houten,actress,7.313529406009373,CaricevanHouten SebastianKoch ThomHoffman HalinaReijn,dramathrillerwar paulverhoeven gerardsoeteman caricevanhouten sebastiankoch thomhoffman halinareijn,Black Book (2006)
891,tt0117571,Scream,1996,111,HorrorMystery,7.4,341108,WesCraven,KevinWilliamson,Scream,Neve Campbell,actress,7.312594097916461,NeveCampbell CourteneyCox DavidArquette SkeetUlrich,horrormystery wescraven kevinwilliamson nevecampbell courteneycox davidarquette skeetulrich,Scream (1996)
892,tt6146586,John Wick: Chapter 3 - Parabellum,2019,130,ActionCrimeThriller,7.4,339980,ChadStahelski,DerekKolstad,John Wick Parabellum,Keanu Reeves,actor,7.312323962956874,KeanuReeves HalleBerry IanMcShane LaurenceFishburne,actioncrimethriller chadstahelski derekkolstad keanureeves halleberry ianmcshane laurencefishburne,John Wick Parabellum (2019)
893,tt0117500,The Rock,1996,136,ActionAdventureThriller,7.4,338384,MichaelBay,DavidWeisberg,Rock,Sean Connery,actor,7.311938885586597,SeanConnery NicolasCage EdHarris JohnSpencer,actionadventurethriller michaelbay davidweisberg seanconnery nicolascage edharris johnspencer,Rock (1996)
894,tt1193138,Up in the Air,2009,109,ComedyDramaRomance,7.4,335981,JasonReitman,WalterKirn,In the Air,George Clooney,actor,7.311352675071541,GeorgeClooney VeraFarmiga AnnaKendrick JasonBateman,comedydramaromance jasonreitman walterkirn georgeclooney verafarmiga annakendrick jasonbateman,In the Air (2009)
895,tt0441909,Volver,2006,121,ComedyDrama,7.6,102307,PedroAlmodóvar,PedroAlmodóvar,Volver,Penélope Cruz,actress,7.309363978414384,PenélopeCruz CarmenMaura LolaDueñas BlancaPortillo,comedydrama pedroalmodóvar pedroalmodóvar penélopecruz carmenmaura loladueñas blancaportillo,Volver (2006)
896,tt6333060,Icarus,2017,120,DocumentarySport,7.9,50281,BryanFogel,BryanFogel,Icare,Bryan Fogel,self,7.3088813910548485,BryanFogel DaveZabriskie DonCatlin GrigoryRodchenkov,documentarysport bryanfogel bryanfogel bryanfogel davezabriskie doncatlin grigoryrodchenkov,Icare (2017)
897,tt1242460,We Need to Talk About Kevin,2011,112,DramaMysteryThriller,7.5,155501,LynneRamsay,LynneRamsay,We Need to Talk About Kevin,Tilda Swinton,actress,7.308865324845846,TildaSwinton JohnC.Reilly EzraMiller JasperNewell,dramamysterythriller lynneramsay lynneramsay tildaswinton johnc.reilly ezramiller jaspernewell,We Need to Talk About Kevin (2011)
898,tt0103074,Thelma & Louise,1991,130,AdventureCrimeDrama,7.5,155492,RidleyScott,CallieKhouri,Thelma & Louise,Susan Sarandon,actress,7.308855794162622,SusanSarandon GeenaDavis HarveyKeitel MichaelMadsen,adventurecrimedrama ridleyscott calliekhouri susansarandon geenadavis harveykeitel michaelmadsen,Thelma & Louise (1991)
899,tt0023969,Duck Soup,1933,69,ComedyMusical,7.8,60321,LeoMcCarey,BertKalmar,Soupe au canard,Groucho Marx,actor,7.307741353242461,GrouchoMarx HarpoMarx ChicoMarx ZeppoMarx,comedymusical leomccarey bertkalmar grouchomarx harpomarx chicomarx zeppomarx,Soupe au canard (1933)
900,tt5168192,"I, Daniel Blake",2016,100,Drama,7.8,60307,KenLoach,PaulLaverty,"Moi, Daniel Blake",Dave Johns,actor,7.307660567128138,DaveJohns HayleySquires SharonPercy BrianaShann,drama kenloach paullaverty davejohns hayleysquires sharonpercy brianashann,"Moi, Daniel Blake (2016)"
901,tt0101921,Fried Green Tomatoes,1991,130,Drama,7.7,75380,JonAvnet,FannieFlagg,Beignets de tomates vertes,Kathy Bates,actress,7.306495317792389,KathyBates JessicaTandy MaryStuartMasterson Mary-LouiseParker,drama jonavnet fannieflagg kathybates jessicatandy marystuartmasterson mary-louiseparker,Beignets de tomates vertes (1991)
902,tt0051459,Cat on a Hot Tin Roof,1958,108,Drama,7.9,49880,RichardBrooks,RichardBrooks,La Chatte sur un toit brûlant,Elizabeth Taylor,actress,7.305715811965812,ElizabethTaylor PaulNewman BurlIves JackCarson,drama richardbrooks richardbrooks elizabethtaylor paulnewman burlives jackcarson,La Chatte sur un toit brûlant (1958)
903,tt2431286,Philomena,2013,98,BiographyComedyDrama,7.6,100401,StephenFrears,SteveCoogan,Philomena,Judi Dench,actress,7.304946531526862,JudiDench SteveCoogan SophieKennedyClark MareWinningham,biographycomedydrama stephenfrears stevecoogan judidench stevecoogan sophiekennedyclark marewinningham,Philomena (2013)
904,tt0086465,Trading Places,1983,116,Comedy,7.5,151863,JohnLandis,TimothyHarris,Un fauteuil pour deux,Eddie Murphy,actor,7.304933762290586,EddieMurphy DanAykroyd RalphBellamy DonAmeche,comedy johnlandis timothyharris eddiemurphy danaykroyd ralphbellamy donameche,Un fauteuil pour deux (1983)
905,tt4975722,Moonlight,2016,111,Drama,7.4,307193,BarryJenkins,BarryJenkins,Moonlight,Mahershala Ali,actor,7.3036704566321395,MahershalaAli NaomieHarris TrevanteRhodes AlexR.Hibbert,drama barryjenkins barryjenkins mahershalaali naomieharris trevanterhodes alexr.hibbert,Moonlight (2016)
906,tt1790885,Zero Dark Thirty,2012,157,DramaHistoryThriller,7.4,300823,KathrynBigelow,MarkBoal,Zero Dark Thirty,Jessica Chastain,actress,7.301787166651833,JessicaChastain JoelEdgerton ChrisPratt MarkStrong,dramahistorythriller kathrynbigelow markboal jessicachastain joeledgerton chrispratt markstrong,Zero Dark Thirty (2012)
907,tt1197624,Law Abiding Citizen,2009,109,ActionCrimeDrama,7.4,297562,F.GaryGray,KurtWimmer,Que justice soit faite,Gerard Butler,actor,7.30079426590857,GerardButler JamieFoxx LeslieBibb ColmMeaney,actioncrimedrama f.garygray kurtwimmer gerardbutler jamiefoxx lesliebibb colmmeaney,Que justice soit faite (2009)
908,tt0061578,The Dirty Dozen,1967,150,ActionAdventureWar,7.7,73927,RobertAldrich,NunnallyJohnson,Les douze salopards,Lee Marvin,actor,7.300715679238226,LeeMarvin ErnestBorgnine CharlesBronson JohnCassavetes,actionadventurewar robertaldrich nunnallyjohnson leemarvin ernestborgnine charlesbronson johncassavetes,Les douze salopards (1967)
909,tt0032599,His Girl Friday,1940,92,ComedyDramaRomance,7.8,59053,HowardHawks,CharlesLederer,La dame du vendredi,Cary Grant,actor,7.300315277265535,CaryGrant RosalindRussell RalphBellamy GeneLockhart,comedydramaromance howardhawks charleslederer carygrant rosalindrussell ralphbellamy genelockhart,La dame du vendredi (1940)
910,tt0032910,Pinocchio,1940,88,AdventureAnimationComedy,7.5,147304,T.Hee,CarloCollodi,Pinocchio,Dickie Jones,actor,7.299772495124896,DickieJones ChristianRub MelBlanc BillyBletcher,adventureanimationcomedy t.hee carlocollodi dickiejones christianrub melblanc billybletcher,Pinocchio (1940)
911,tt0028950,The Grand Illusion,1937,113,DramaWar,8.1,36831,JeanRenoir,CharlesSpaak,La grande illusion,Jean Gabin,actor,7.29943070628002,JeanGabin DitaParlo PierreFresnay ErichvonStroheim,dramawar jeanrenoir charlesspaak jeangabin ditaparlo pierrefresnay erichvonstroheim,La grande illusion (1937)
912,tt5116302,Togo,2019,113,AdventureBiographyDrama,7.9,49019,EricsonCore,TomFlynn,Togo,Willem Dafoe,actor,7.298803010037965,WillemDafoe JulianneNicholson ChristopherHeyerdahl RichardDormer,adventurebiographydrama ericsoncore tomflynn willemdafoe juliannenicholson christopherheyerdahl richarddormer,Togo (2019)
913,tt0069762,Badlands,1973,94,ActionCrimeDrama,7.7,73398,TerrenceMalick,TerrenceMalick,La balade sauvage,Martin Sheen,actor,7.298569076607248,MartinSheen SissySpacek WarrenOates RamonBieri,actioncrimedrama terrencemalick terrencemalick martinsheen sissyspacek warrenoates ramonbieri,La balade sauvage (1973)
914,tt0174856,The Hurricane,1999,146,BiographyDramaSport,7.6,97571,NormanJewison,Rubin'Hurricane'Carter,Hurricane Carter,Denzel Washington,actor,7.298134142660172,DenzelWashington VicellousShannon DeborahKaraUnger LievSchreiber,biographydramasport normanjewison rubin'hurricane'carter denzelwashington vicellousshannon deborahkaraunger lievschreiber,Hurricane Carter (1999)
915,tt4925292,Lady Bird,2017,94,ComedyDrama,7.4,289094,GretaGerwig,GretaGerwig,Lady Bird,Saoirse Ronan,actress,7.298119671181239,SaoirseRonan LaurieMetcalf TracyLetts LucasHedges,comedydrama gretagerwig gretagerwig saoirseronan lauriemetcalf tracyletts lucashedges,Lady Bird (2017)
916,tt0086979,Blood Simple,1984,99,CrimeDramaThriller,7.6,97196,JoelCoen,JoelCoen,Blood Simple.,John Getz,actor,7.297207764574945,JohnGetz FrancesMcDormand DanHedaya M.EmmetWalsh,crimedramathriller joelcoen joelcoen johngetz francesmcdormand danhedaya m.emmetwalsh,Blood Simple. (1984)
917,tt0077405,Days of Heaven,1978,94,DramaRomance,7.8,58530,TerrenceMalick,TerrenceMalick,Les moissons du ciel,Richard Gere,actor,7.297186639530707,RichardGere BrookeAdams SamShepard LindaManz,dramaromance terrencemalick terrencemalick richardgere brookeadams samshepard lindamanz,Les moissons du ciel (1978)
918,tt2397535,Predestination,2014,97,ActionDramaSci-Fi,7.4,282915,MichaelSpierig,MichaelSpierig,Prédestination,Ethan Hawke,actor,7.2960752155627375,EthanHawke SarahSnook NoahTaylor MadeleineWest,actiondramasci-fi michaelspierig michaelspierig ethanhawke sarahsnook noahtaylor madeleinewest,Prédestination (2014)
919,tt0097123,Crimes and Misdemeanors,1989,104,ComedyDrama,7.8,58298,WoodyAllen,WoodyAllen,Crimes et délits,Martin Landau,actor,7.295786213354463,MartinLandau WoodyAllen BillBernstein ClaireBloom,comedydrama woodyallen woodyallen martinlandau woodyallen billbernstein clairebloom,Crimes et délits (1989)
920,tt3262342,Loving Vincent,2017,94,AnimationBiographyCrime,7.8,58222,HughWelchman,DorotaKobiela,La passion Van Gogh,Douglas Booth,actor,7.29532575520896,DouglasBooth JeromeFlynn RobertGulaczyk HelenMcCrory,animationbiographycrime hughwelchman dorotakobiela douglasbooth jeromeflynn robertgulaczyk helenmccrory,La passion Van Gogh (2017)
921,tt5727208,Uncut Gems,2019,135,CrimeDramaThriller,7.4,279488,JoshSafdie,RonaldBronstein,Uncut Gems,Adam Sandler,actor,7.29490554635979,AdamSandler JuliaFox IdinaMenzel MesfinLamengo,crimedramathriller joshsafdie ronaldbronstein adamsandler juliafox idinamenzel mesfinlamengo,Uncut Gems (2019)
922,tt0095159,A Fish Called Wanda,1988,108,ComedyCrime,7.5,143019,CharlesCrichton,JohnCleese,Un poisson nommé Wanda,John Cleese,actor,7.294666079431494,JohnCleese JamieLeeCurtis KevinKline MichaelPalin,comedycrime charlescrichton johncleese johncleese jamieleecurtis kevinkline michaelpalin,Un poisson nommé Wanda (1988)
923,tt3040964,The Jungle Book,2016,106,AdventureDramaFamily,7.4,277485,JonFavreau,JustinMarks,Le Livre de la jungle,Neel Sethi,actor,7.294209630229598,NeelSethi BillMurray BenKingsley IdrisElba,adventuredramafamily jonfavreau justinmarks neelsethi billmurray benkingsley idriselba,Le Livre de la jungle (2016)
