,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,writers,title,firstActor,actorCategory,newRating,primaryName,keys,show_title
0,tt0111161,The Shawshank Redemption,1994,142,Drama,9.3,2653301,FrankDarabont,StephenKing,Les Évadés,Tim Robbins,actor,9.270317003204644,TimRobbins MorganFreeman BobGunton WilliamSadler,drama frankdarabont stephenking timrobbins morganfreeman bobgunton williamsadler,Les Évadés (1994)
1,tt0068646,The Godfather,1972,175,CrimeDrama,9.2,1839236,FrancisFordCoppola,MarioPuzo,Le Parrain,Marlon Brando,actor,9.158696216573437,MarlonBrando AlPacino JamesCaan DianeKeaton,crimedrama francisfordcoppola mariopuzo marlonbrando alpacino jamescaan dianekeaton,Le Parrain (1972)
2,tt0468569,The Dark Knight,2008,152,ActionCrimeDrama,9.0,2625660,ChristopherNolan,JonathanNolan,The Dark Knight : Le Chevalier noir,Christian Bale,actor,8.972836953815275,ChristianBale HeathLedger AaronEckhart MichaelCaine,actioncrimedrama christophernolan jonathannolan christianbale heathledger aaroneckhart michaelcaine,The Dark Knight : Le Chevalier noir (2008)
3,tt0167260,The Lord of the Rings: The Return of the King,2003,201,ActionAdventureDrama,9.0,1829009,PeterJackson,J.R.R.Tolkien,Le Seigneur des anneaux : Le Retour du roi,Elijah Wood,actor,8.961165237061957,ElijahWood ViggoMortensen IanMcKellen OrlandoBloom,actionadventuredrama peterjackson j.r.r.tolkien elijahwood viggomortensen ianmckellen orlandobloom,Le Seigneur des anneaux : Le Retour du roi (2003)
4,tt0108052,Schindler's List,1993,195,BiographyDramaHistory,9.0,1344428,StevenSpielberg,ThomasKeneally,La liste de Schindler,Liam Neeson,actor,8.947423303744337,LiamNeeson RalphFiennes BenKingsley CarolineGoodall,biographydramahistory stevenspielberg thomaskeneally liamneeson ralphfiennes benkingsley carolinegoodall,La liste de Schindler (1993)
5,tt0071562,The Godfather Part II,1974,202,CrimeDrama,9.0,1260209,FrancisFordCoppola,FrancisFordCoppola,"Le Parrain, 2ᵉ partie",Al Pacino,actor,8.943977983347455,AlPacino RobertDeNiro RobertDuvall DianeKeaton,crimedrama francisfordcoppola francisfordcoppola alpacino robertdeniro robertduvall dianekeaton,"Le Parrain, 2ᵉ partie (1974)"
6,tt0050083,12 Angry Men,1957,96,CrimeDrama,9.0,783443,SidneyLumet,ReginaldRose,Douze Hommes en colère,Henry Fonda,actor,8.910939917842075,HenryFonda LeeJ.Cobb MartinBalsam JohnFiedler,crimedrama sidneylumet reginaldrose henryfonda leej.cobb martinbalsam johnfiedler,Douze Hommes en colère (1957)
7,tt0110912,Pulp Fiction,1994,154,CrimeDrama,8.9,2030998,QuentinTarantino,QuentinTarantino,Pulp Fiction,John Travolta,actor,8.866196465171658,JohnTravolta UmaThurman SamuelL.Jackson BruceWillis,crimedrama quentintarantino quentintarantino johntravolta umathurman samuell.jackson brucewillis,Pulp Fiction (1994)
8,tt1375666,Inception,2010,148,ActionAdventureSci-Fi,8.8,2327044,ChristopherNolan,ChristopherNolan,Inception,Leonardo DiCaprio,actor,8.771514138340951,LeonardoDiCaprio JosephGordon-Levitt ElliotPage KenWatanabe,actionadventuresci-fi christophernolan christophernolan leonardodicaprio josephgordon-levitt elliotpage kenwatanabe,Inception (2010)
9,tt0137523,Fight Club,1999,139,Drama,8.8,2098525,DavidFincher,ChuckPalahniuk,Fight Club,Brad Pitt,actor,8.768448687912786,BradPitt EdwardNorton MeatLoaf ZachGrenier,drama davidfincher chuckpalahniuk bradpitt edwardnorton meatloaf zachgrenier,Fight Club (1999)
10,tt0109830,Forrest Gump,1994,142,DramaRomance,8.8,2055327,RobertZemeckis,WinstonGroom,Forrest Gump,Tom Hanks,actor,8.767793524767981,TomHanks RobinWright GarySinise SallyField,dramaromance robertzemeckis winstongroom tomhanks robinwright garysinise sallyfield,Forrest Gump (1994)
11,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,178,ActionAdventureDrama,8.8,1856826,PeterJackson,J.R.R.Tolkien,Le Seigneur des anneaux : La Communauté de l'anneau,Elijah Wood,actor,8.764396283184524,ElijahWood IanMcKellen OrlandoBloom SeanBean,actionadventuredrama peterjackson j.r.r.tolkien elijahwood ianmckellen orlandobloom seanbean,Le Seigneur des anneaux : La Communauté de l'anneau (2001)
12,tt0167261,The Lord of the Rings: The Two Towers,2002,179,ActionAdventureDrama,8.8,1651543,PeterJackson,J.R.R.Tolkien,Le Seigneur des anneaux : Les Deux Tours,Elijah Wood,actor,8.760036813848497,ElijahWood IanMcKellen ViggoMortensen OrlandoBloom,actionadventuredrama peterjackson j.r.r.tolkien elijahwood ianmckellen viggomortensen orlandobloom,Le Seigneur des anneaux : Les Deux Tours (2002)
13,tt0060196,"The Good, the Bad and the Ugly",1966,161,AdventureWestern,8.8,756859,SergioLeone,LucianoVincenzoni,"Le Bon, la brute et le truand",Clint Eastwood,actor,8.714306799563605,ClintEastwood EliWallach LeeVanCleef AldoGiuffrè,adventurewestern sergioleone lucianovincenzoni clinteastwood eliwallach leevancleef aldogiuffrè,"Le Bon, la brute et le truand (1966)"
14,tt0133093,The Matrix,1999,136,ActionSci-Fi,8.7,1896904,LanaWachowski,LillyWachowski,Matrix,Keanu Reeves,actor,8.666439530798623,KeanuReeves LaurenceFishburne Carrie-AnneMoss HugoWeaving,actionsci-fi lanawachowski lillywachowski keanureeves laurencefishburne carrie-annemoss hugoweaving,Matrix (1999)
15,tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980,124,ActionAdventureFantasy,8.7,1281945,IrvinKershner,LeighBrackett,Star Wars: Épisode V - L'Empire contre-attaque,Mark Hamill,actor,8.650648267524646,MarkHamill HarrisonFord CarrieFisher BillyDeeWilliams,actionadventurefantasy irvinkershner leighbrackett markhamill harrisonford carriefisher billydeewilliams,Star Wars: Épisode V - L'Empire contre-attaque (1980)
16,tt0099685,Goodfellas,1990,145,BiographyCrimeDrama,8.7,1149674,MartinScorsese,NicholasPileggi,Les affranchis,Robert De Niro,actor,8.645091148693169,RobertDeNiro RayLiotta JoePesci LorraineBracco,biographycrimedrama martinscorsese nicholaspileggi robertdeniro rayliotta joepesci lorrainebracco,Les affranchis (1990)
17,tt0073486,One Flew Over the Cuckoo's Nest,1975,133,Drama,8.7,1001536,MilosForman,LawrenceHauben,Vol au-dessus d'un nid de coucou,Jack Nicholson,actor,8.63716732778977,JackNicholson LouiseFletcher MichaelBerryman PeterBrocco,drama milosforman lawrencehauben jacknicholson louisefletcher michaelberryman peterbrocco,Vol au-dessus d'un nid de coucou (1975)
18,tt15097216,Jai Bhim,2021,164,CrimeDramaMystery,8.9,199851,T.J.Gnanavel,T.J.Gnanavel,Jai Bhim,Suriya,actor,8.590906422475328,Suriya LijoMolJose ManikandanK. RajishaVijayan,crimedramamystery t.j.gnanavel t.j.gnanavel suriya lijomoljose manikandank. rajishavijayan,Jai Bhim (2021)
19,tt0816692,Interstellar,2014,169,AdventureDramaSci-Fi,8.6,1797952,ChristopherNolan,JonathanNolan,Interstellar,Matthew McConaughey,actor,8.565989230654454,MatthewMcConaughey AnneHathaway JessicaChastain MackenzieFoy,adventuredramasci-fi christophernolan jonathannolan matthewmcconaughey annehathaway jessicachastain mackenziefoy,Interstellar (2014)
20,tt0114369,Se7en,1995,127,CrimeDramaMystery,8.6,1634257,DavidFincher,AndrewKevinWalker,Seven,Morgan Freeman,actor,8.562633877693449,MorganFreeman BradPitt KevinSpacey AndrewKevinWalker,crimedramamystery davidfincher andrewkevinwalker morganfreeman bradpitt kevinspacey andrewkevinwalker,Seven (1995)
21,tt0102926,The Silence of the Lambs,1991,118,CrimeDramaThriller,8.6,1418973,JonathanDemme,ThomasHarris,Le Silence des agneaux,Jodie Foster,actress,8.557062909071014,JodieFoster AnthonyHopkins LawrenceA.Bonney KasiLemmons,crimedramathriller jonathandemme thomasharris jodiefoster anthonyhopkins lawrencea.bonney kasilemmons,Le Silence des agneaux (1991)
22,tt0120815,Saving Private Ryan,1998,169,DramaWar,8.6,1379154,StevenSpielberg,RobertRodat,Il faut sauver le soldat Ryan,Tom Hanks,actor,8.555845299019907,TomHanks MattDamon TomSizemore EdwardBurns,dramawar stevenspielberg robertrodat tomhanks mattdamon tomsizemore edwardburns,Il faut sauver le soldat Ryan (1998)
23,tt0076759,Star Wars: Episode IV - A New Hope,1977,121,ActionAdventureFantasy,8.6,1354605,GeorgeLucas,GeorgeLucas,La guerre des étoiles: Épisode IV - Un nouvel espoir,Mark Hamill,actor,8.555059600392866,MarkHamill HarrisonFord CarrieFisher AlecGuinness,actionadventurefantasy georgelucas georgelucas markhamill harrisonford carriefisher alecguinness,La guerre des étoiles: Épisode IV - Un nouvel espoir (1977)
24,tt0120689,The Green Mile,1999,189,CrimeDramaFantasy,8.6,1289024,FrankDarabont,StephenKing,La ligne verte,Tom Hanks,actor,8.55281669132375,TomHanks MichaelClarkeDuncan DavidMorse BonnieHunt,crimedramafantasy frankdarabont stephenking tomhanks michaelclarkeduncan davidmorse bonniehunt,La ligne verte (1999)
25,tt0103064,Terminator 2: Judgment Day,1991,137,ActionSci-Fi,8.6,1090898,JamesCameron,JamesCameron,Terminator 2 : Le jugement dernier,Arnold Schwarzenegger,actor,8.544439366322012,ArnoldSchwarzenegger LindaHamilton EdwardFurlong RobertPatrick,actionsci-fi jamescameron jamescameron arnoldschwarzenegger lindahamilton edwardfurlong robertpatrick,Terminator 2 : Le jugement dernier (1991)
26,tt0245429,Spirited Away,2001,125,AdventureAnimationFamily,8.6,754970,HayaoMiyazaki,HayaoMiyazaki,Le voyage de Chihiro,Daveigh Chase,actress,8.520509763196019,DaveighChase SuzannePleshette MiyuIrino RumiHiiragi,adventureanimationfamily hayaomiyazaki hayaomiyazaki daveighchase suzannepleshette miyuirino rumihiiragi,Le voyage de Chihiro (2001)
27,tt0317248,City of God,2002,130,CrimeDrama,8.6,752847,KátiaLund,PauloLins,La cité de Dieu,Alexandre Rodrigues,actor,8.520292808225781,AlexandreRodrigues LeandroFirmino MatheusNachtergaele PhellipeHaagensen,crimedrama kátialund paulolins alexandrerodrigues leandrofirmino matheusnachtergaele phellipehaagensen,La cité de Dieu (2002)
28,tt0118799,Life Is Beautiful,1997,116,ComedyDramaRomance,8.6,690119,RobertoBenigni,VincenzoCerami,La vie est belle,Roberto Benigni,actor,8.513301142886709,RobertoBenigni NicolettaBraschi GiorgioCantarini GiustinoDurano,comedydramaromance robertobenigni vincenzocerami robertobenigni nicolettabraschi giorgiocantarini giustinodurano,La vie est belle (1997)
29,tt0038650,It's a Wonderful Life,1946,130,DramaFamilyFantasy,8.6,453013,FrankCapra,FrancesGoodrich,La vie est belle,James Stewart,actor,8.47029641453266,JamesStewart DonnaReed LionelBarrymore ThomasMitchell,dramafamilyfantasy frankcapra francesgoodrich jamesstewart donnareed lionelbarrymore thomasmitchell,La vie est belle (1946)
30,tt0172495,Gladiator,2000,155,ActionAdventureDrama,8.5,1487296,RidleyScott,DavidFranzoni,Gladiator,Russell Crowe,actor,8.460655850441977,RussellCrowe JoaquinPhoenix ConnieNielsen OliverReed,actionadventuredrama ridleyscott davidfranzoni russellcrowe joaquinphoenix connienielsen oliverreed,Gladiator (2000)
31,tt0482571,The Prestige,2006,130,DramaMysterySci-Fi,8.5,1322190,ChristopherNolan,JonathanNolan,Le Prestige,Christian Bale,actor,8.455833995204832,ChristianBale HughJackman ScarlettJohansson MichaelCaine,dramamysterysci-fi christophernolan jonathannolan christianbale hughjackman scarlettjohansson michaelcaine,Le Prestige (2006)
32,tt0407887,The Departed,2006,151,CrimeDramaThriller,8.5,1314543,MartinScorsese,WilliamMonahan,Les infiltrés,Leonardo DiCaprio,actor,8.455581866352928,LeonardoDiCaprio MattDamon JackNicholson MarkWahlberg,crimedramathriller martinscorsese williammonahan leonardodicaprio mattdamon jacknicholson markwahlberg,Les infiltrés (2006)
33,tt0088763,Back to the Future,1985,116,AdventureComedySci-Fi,8.5,1192491,RobertZemeckis,RobertZemeckis,Retour vers le futur,Michael J. Fox,actor,8.451129002185644,MichaelJ.Fox ChristopherLloyd LeaThompson CrispinGlover,adventurecomedysci-fi robertzemeckis robertzemeckis michaelj.fox christopherlloyd leathompson crispinglover,Retour vers le futur (1985)
34,tt0110413,Léon: The Professional,1994,110,ActionCrimeDrama,8.5,1151668,LucBesson,LucBesson,Léon,Jean Reno,actor,8.449433485061206,JeanReno GaryOldman NataliePortman DannyAiello,actioncrimedrama lucbesson lucbesson jeanreno garyoldman natalieportman dannyaiello,Léon (1994)
35,tt0120586,American History X,1998,119,CrimeDrama,8.5,1115663,TonyKaye,DavidMcKenna,American History X,Edward Norton,actor,8.447837354240473,EdwardNorton EdwardFurlong BeverlyD'Angelo JenniferLien,crimedrama tonykaye davidmckenna edwardnorton edwardfurlong beverlyd'angelo jenniferlien,American History X (1998)
36,tt0114814,The Usual Suspects,1995,106,CrimeDramaMystery,8.5,1078655,BryanSinger,ChristopherMcQuarrie,Usual Suspects,Kevin Spacey,actor,8.44608822503409,KevinSpacey GabrielByrne ChazzPalminteri StephenBaldwin,crimedramamystery bryansinger christophermcquarrie kevinspacey gabrielbyrne chazzpalminteri stephenbaldwin,Usual Suspects (1995)
37,tt0110357,The Lion King,1994,88,AdventureAnimationDrama,8.5,1049283,RobMinkoff,IreneMecchi,Le Roi Lion 3D,Matthew Broderick,actor,8.444614221764656,MatthewBroderick JeremyIrons JamesEarlJones WhoopiGoldberg,adventureanimationdrama robminkoff irenemecchi matthewbroderick jeremyirons jamesearljones whoopigoldberg,Le Roi Lion 3D (1994)
38,tt0078748,Alien,1979,117,HorrorSci-Fi,8.5,875522,RidleyScott,DanO'Bannon,"Alien, le huitième passager",Sigourney Weaver,actress,8.433927211106447,SigourneyWeaver TomSkerritt JohnHurt VeronicaCartwright,horrorsci-fi ridleyscott dano'bannon sigourneyweaver tomskerritt johnhurt veronicacartwright,"Alien, le huitième passager (1979)"
39,tt0047478,Seven Samurai,1954,207,ActionDrama,8.6,344768,AkiraKurosawa,AkiraKurosawa,Les Sept Samouraïs,Toshirô Mifune,actor,8.432327297116029,ToshirôMifune TakashiShimura KeikoTsushima YukikoShimazaki,actiondrama akirakurosawa akirakurosawa toshirômifune takashishimura keikotsushima yukikoshimazaki,Les Sept Samouraïs (1954)
40,tt1675434,The Intouchables,2011,112,BiographyComedyDrama,8.5,850694,OlivierNakache,OlivierNakache,Intouchables,François Cluzet,actor,8.432053890971046,FrançoisCluzet OmarSy AnneLeNy AudreyFleurot,biographycomedydrama oliviernakache oliviernakache françoiscluzet omarsy anneleny audreyfleurot,Intouchables (2011)
41,tt2582802,Whiplash,2014,106,DramaMusic,8.5,846467,DamienChazelle,DamienChazelle,Whiplash,Miles Teller,actor,8.431724322320868,MilesTeller J.K.Simmons MelissaBenoist PaulReiser,dramamusic damienchazelle damienchazelle milesteller j.k.simmons melissabenoist paulreiser,Whiplash (2014)
42,tt0253474,The Pianist,2002,150,BiographyDramaMusic,8.5,824770,RomanPolanski,RonaldHarwood,Le pianiste,Adrien Brody,actor,8.429981053696881,AdrienBrody ThomasKretschmann FrankFinlay EmiliaFox,biographydramamusic romanpolanski ronaldharwood adrienbrody thomaskretschmann frankfinlay emiliafox,Le pianiste (2002)
43,tt6751668,Parasite,2019,132,DramaThriller,8.5,784853,BongJoonHo,BongJoonHo,Parasite,Song Kang-ho,actor,8.42652987640967,SongKang-ho LeeSun-kyun ChoYeo-jeong ChoiWoo-sik,dramathriller bongjoonho bongjoonho songkang-ho leesun-kyun choyeo-jeong choiwoo-sik,Parasite (2019)
44,tt0054215,Psycho,1960,109,HorrorMysteryThriller,8.5,667704,AlfredHitchcock,JosephStefano,Psychose,Anthony Perkins,actor,8.414104725828059,AnthonyPerkins JanetLeigh VeraMiles JohnGavin,horrormysterythriller alfredhitchcock josephstefano anthonyperkins janetleigh veramiles johngavin,Psychose (1960)
45,tt0078788,Apocalypse Now,1979,147,DramaMysteryWar,8.5,663838,FrancisFordCoppola,JohnMilius,Apocalypse Now,Martin Sheen,actor,8.413622651479738,MartinSheen MarlonBrando RobertDuvall FredericForrest,dramamysterywar francisfordcoppola johnmilius martinsheen marlonbrando robertduvall fredericforrest,Apocalypse Now (1979)
46,tt0034583,Casablanca,1942,102,DramaRomanceWar,8.5,569029,MichaelCurtiz,JuliusJ.Epstein,Casablanca,Humphrey Bogart,actor,8.399836539966904,HumphreyBogart IngridBergman PaulHenreid ClaudeRains,dramaromancewar michaelcurtiz juliusj.epstein humphreybogart ingridbergman paulhenreid clauderains,Casablanca (1942)
47,tt0047396,Rear Window,1954,112,MysteryThriller,8.5,489620,AlfredHitchcock,JohnMichaelHayes,Fenêtre sur cour,James Stewart,actor,8.384380708095295,JamesStewart GraceKelly WendellCorey ThelmaRitter,mysterythriller alfredhitchcock johnmichaelhayes jamesstewart gracekelly wendellcorey thelmaritter,Fenêtre sur cour (1954)
48,tt1345836,The Dark Knight Rises,2012,164,ActionDrama,8.4,1690744,ChristopherNolan,JonathanNolan,The Dark Knight Rises,Christian Bale,actor,8.366778260626294,ChristianBale TomHardy AnneHathaway GaryOldman,actiondrama christophernolan jonathannolan christianbale tomhardy annehathaway garyoldman,The Dark Knight Rises (2012)
49,tt1853728,Django Unchained,2012,165,DramaWestern,8.4,1536507,QuentinTarantino,QuentinTarantino,Django Unchained,Jamie Foxx,actor,8.363496801487281,JamieFoxx ChristophWaltz LeonardoDiCaprio KerryWashington,dramawestern quentintarantino quentintarantino jamiefoxx christophwaltz leonardodicaprio kerrywashington,Django Unchained (2012)
50,tt7286456,Joker,2019,122,CrimeDramaThriller,8.4,1255492,ToddPhillips,ToddPhillips,Joker,Joaquin Phoenix,actor,8.355485860122515,JoaquinPhoenix RobertDeNiro ZazieBeetz FrancesConroy,crimedramathriller toddphillips toddphillips joaquinphoenix robertdeniro zaziebeetz francesconroy,Joker (2019)
51,tt0209144,Memento,2000,113,MysteryThriller,8.4,1229856,ChristopherNolan,ChristopherNolan,Memento,Guy Pearce,actor,8.354576461362898,GuyPearce Carrie-AnneMoss JoePantoliano MarkBooneJunior,mysterythriller christophernolan christophernolan guypearce carrie-annemoss joepantoliano markboonejunior,Memento (2000)
52,tt0169547,American Beauty,1999,122,Drama,8.4,1149004,SamMendes,AlanBall,American Beauty,Kevin Spacey,actor,8.351448206309348,KevinSpacey AnnetteBening ThoraBirch WesBentley,drama sammendes alanball kevinspacey annettebening thorabirch wesbentley,American Beauty (1999)
53,tt4154796,Avengers: Endgame,2019,181,ActionAdventureDrama,8.4,1110649,AnthonyRusso,ChristopherMarkus,Avengers: Endgame,Robert Downey Jr.,actor,8.349808435528935,RobertDowneyJr. ChrisEvans MarkRuffalo ChrisHemsworth,actionadventuredrama anthonyrusso christophermarkus robertdowneyjr. chrisevans markruffalo chrishemsworth,Avengers: Endgame (2019)
54,tt0910970,WALL·E,2008,98,AdventureAnimationFamily,8.4,1107788,AndrewStanton,AndrewStanton,WALL·E,Ben Burtt,actor,8.349681670356677,BenBurtt ElissaKnight JeffGarlin FredWillard,adventureanimationfamily andrewstanton andrewstanton benburtt elissaknight jeffgarlin fredwillard,WALL·E (2008)
55,tt4154756,Avengers: Infinity War,2018,149,ActionAdventureSci-Fi,8.4,1064324,JoeRusso,ChristopherMarkus,Avengers: Infinity War,Robert Downey Jr.,actor,8.347673970278816,RobertDowneyJr. ChrisHemsworth MarkRuffalo ChrisEvans,actionadventuresci-fi joerusso christophermarkus robertdowneyjr. chrishemsworth markruffalo chrisevans,Avengers: Infinity War (2018)
56,tt0112573,Braveheart,1995,178,BiographyDramaHistory,8.4,1032734,MelGibson,RandallWallace,Braveheart,Mel Gibson,actor,8.346111215107012,MelGibson SophieMarceau PatrickMcGoohan AngusMacfadyen,biographydramahistory melgibson randallwallace melgibson sophiemarceau patrickmcgoohan angusmacfadyen,Braveheart (1995)
57,tt0081505,The Shining,1980,146,DramaHorror,8.4,1011969,StanleyKubrick,StephenKing,Shining,Jack Nicholson,actor,8.345032107999373,JackNicholson ShelleyDuvall DannyLloyd ScatmanCrothers,dramahorror stanleykubrick stephenking jacknicholson shelleyduvall dannylloyd scatmancrothers,Shining (1980)
58,tt0082971,Indiana Jones and the Raiders of the Lost Ark,1981,115,ActionAdventure,8.4,960139,StevenSpielberg,LawrenceKasdan,Indiana Jones et les Aventuriers de l'arche perdue,Harrison Ford,actor,8.342140144690243,HarrisonFord KarenAllen PaulFreeman JohnRhys-Davies,actionadventure stevenspielberg lawrencekasdan harrisonford karenallen paulfreeman johnrhys-davies,Indiana Jones et les Aventuriers de l'arche perdue (1981)
59,tt0064116,Once Upon a Time in the West,1968,165,Western,8.5,328387,SergioLeone,SergioDonati,Il était une fois dans l'Ouest,Henry Fonda,actor,8.331629346863354,HenryFonda CharlesBronson ClaudiaCardinale JasonRobards,western sergioleone sergiodonati henryfonda charlesbronson claudiacardinale jasonrobards,Il était une fois dans l'Ouest (1968)
60,tt0090605,Aliens,1986,137,ActionAdventureSci-Fi,8.4,713737,JamesCameron,JamesCameron,Alien 2 : Le Retour,Sigourney Weaver,actress,8.32284128180936,SigourneyWeaver MichaelBiehn CarrieHenn PaulReiser,actionadventuresci-fi jamescameron jamescameron sigourneyweaver michaelbiehn carriehenn paulreiser,Alien 2 : Le Retour (1986)
61,tt0364569,Oldboy,2003,120,ActionDramaMystery,8.4,575423,ParkChan-wook,GaronTsuchiya,Old Boy,Choi Min-sik,actor,8.30506692781589,ChoiMin-sik YooJi-tae KangHye-jeong KimByeong-Ok,actiondramamystery parkchan-wook garontsuchiya choimin-sik yooji-tae kanghye-jeong kimbyeong-ok,Old Boy (2003)
62,tt0095327,Grave of the Fireflies,1988,89,AnimationDramaWar,8.5,275363,IsaoTakahata,AkiyukiNosaka,Le tombeau des lucioles,Tsutomu Tatsumi,actor,8.301906359971102,TsutomuTatsumi AyanoShiraishi AkemiYamaguchi YoshikoShinohara,animationdramawar isaotakahata akiyukinosaka tsutomutatsumi ayanoshiraishi akemiyamaguchi yoshikoshinohara,Le tombeau des lucioles (1988)
63,tt4633694,Spider-Man: Into the Spider-Verse,2018,117,ActionAdventureAnimation,8.4,519486,RodneyRothman,PhilLord,Spider-Man: New Generation,Shameik Moore,actor,8.295314112759556,ShameikMoore JakeJohnson HaileeSteinfeld MahershalaAli,actionadventureanimation rodneyrothman phillord shameikmoore jakejohnson haileesteinfeld mahershalaali,Spider-Man: New Generation (2018)
64,tt2380307,Coco,2017,105,AdventureAnimationComedy,8.4,499675,LeeUnkrich,LeeUnkrich,Coco,Anthony Gonzalez,actor,8.291361318911708,AnthonyGonzalez GaelGarcíaBernal BenjaminBratt AlannaUbach,adventureanimationcomedy leeunkrich leeunkrich anthonygonzalez gaelgarcíabernal benjaminbratt alannaubach,Coco (2017)
65,tt0095765,Cinema Paradiso,1988,155,DramaRomance,8.5,260163,GiuseppeTornatore,GiuseppeTornatore,Le Cinema Paradis,Philippe Noiret,actor,8.291347404817595,PhilippeNoiret EnzoCannavale AntonellaAttili IsaDanieli,dramaromance giuseppetornatore giuseppetornatore philippenoiret enzocannavale antonellaattili isadanieli,Le Cinema Paradis (1988)
66,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,ComedyWar,8.4,489349,StanleyKubrick,StanleyKubrick,Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !,Peter Sellers,actor,8.289180303645969,PeterSellers GeorgeC.Scott SterlingHayden KeenanWynn,comedywar stanleykubrick stanleykubrick petersellers georgec.scott sterlinghayden keenanwynn,Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe ! (1964)
67,tt0027977,Modern Times,1936,87,ComedyDramaRomance,8.5,241872,CharlesChaplin,CharlesChaplin,Les temps modernes,Al Ernest Garcia,actor,8.277046674060973,AlErnestGarcia CharlesChaplin PauletteGoddard HenryBergman,comedydramaromance charleschaplin charleschaplin alernestgarcia charleschaplin paulettegoddard henrybergman,Les temps modernes (1936)
68,tt1745960,Top Gun: Maverick,2022,130,ActionDrama,8.4,407440,JosephKosinski,JimCash,Top Gun: Maverick,Tom Cruise,actor,8.268189806678382,TomCruise JenniferConnelly MilesTeller ValKilmer,actiondrama josephkosinski jimcash tomcruise jenniferconnelly milesteller valkilmer,Top Gun: Maverick (2022)
69,tt0086879,Amadeus,1984,160,BiographyDramaMusic,8.4,399957,MilosForman,PeterShaffer,Amadeus,F. Murray Abraham,actor,8.265868782017947,F.MurrayAbraham TomHulce ElizabethBerridge RoyDotrice,biographydramamusic milosforman petershaffer f.murrayabraham tomhulce elizabethberridge roydotrice,Amadeus (1984)
70,tt1187043,3 Idiots,2009,170,ComedyDrama,8.4,398190,RajkumarHirani,RajkumarHirani,3 Idiots,Aamir Khan,actor,8.265308726576714,AamirKhan Madhavan MonaSingh SharmanJoshi,comedydrama rajkumarhirani rajkumarhirani aamirkhan madhavan monasingh sharmanjoshi,3 Idiots (2009)
71,tt0119698,Princess Mononoke,1997,134,ActionAdventureAnimation,8.4,392287,HayaoMiyazaki,HayaoMiyazaki,Princesse Mononoké,Yôji Matsuda,actor,8.263403365070085,YôjiMatsuda YurikoIshida YûkoTanaka BillyCrudup,actionadventureanimation hayaomiyazaki hayaomiyazaki yôjimatsuda yurikoishida yûkotanaka billycrudup,Princesse Mononoké (1997)
72,tt0361748,Inglourious Basterds,2009,153,AdventureDramaWar,8.3,1433120,QuentinTarantino,QuentinTarantino,Inglourious Basterds,Brad Pitt,actor,8.262623103722602,BradPitt DianeKruger EliRoth MélanieLaurent,adventuredramawar quentintarantino quentintarantino bradpitt dianekruger eliroth mélanielaurent,Inglourious Basterds (2009)
73,tt0405094,The Lives of Others,2006,137,DramaMysteryThriller,8.4,388715,FlorianHenckelvonDonnersmarck,FlorianHenckelvonDonnersmarck,La vie des autres,Ulrich Mühe,actor,8.262223994779015,UlrichMühe MartinaGedeck SebastianKoch UlrichTukur,dramamysterythriller florianhenckelvondonnersmarck florianhenckelvondonnersmarck ulrichmühe martinagedeck sebastiankoch ulrichtukur,La vie des autres (2006)
74,tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,131,ActionAdventureFantasy,8.3,1046605,RichardMarquand,LawrenceKasdan,Le Retour du Jedi,Mark Hamill,actor,8.24914170799875,MarkHamill HarrisonFord CarrieFisher BillyDeeWilliams,actionadventurefantasy richardmarquand lawrencekasdan markhamill harrisonford carriefisher billydeewilliams,Le Retour du Jedi (1983)
75,tt1049413,Up,2009,96,AdventureAnimationComedy,8.3,1036617,BobPeterson,PeteDocter,Là-haut,Edward Asner,actor,8.248663218467678,EdwardAsner JordanNagai JohnRatzenberger ChristopherPlummer,adventureanimationcomedy bobpeterson petedocter edwardasner jordannagai johnratzenberger christopherplummer,Là-haut (2009)
76,tt0105236,Reservoir Dogs,1992,99,CrimeThriller,8.3,1010699,QuentinTarantino,QuentinTarantino,Reservoir Dogs,Harvey Keitel,actor,8.247378533724568,HarveyKeitel TimRoth MichaelMadsen ChrisPenn,crimethriller quentintarantino quentintarantino harveykeitel timroth michaelmadsen chrispenn,Reservoir Dogs (1992)
77,tt0338013,Eternal Sunshine of the Spotless Mind,2004,108,DramaRomanceSci-Fi,8.3,1000640,MichelGondry,CharlieKaufman,Eternal Sunshine of the Spotless Mind,Jim Carrey,actor,8.246862446862448,JimCarrey KateWinslet TomWilkinson GerryRobertByrne,dramaromancesci-fi michelgondry charliekaufman jimcarrey katewinslet tomwilkinson gerryrobertbyrne,Eternal Sunshine of the Spotless Mind (2004)
